Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_50 Spectral Count	A_55 Spectral Count	A_56 Spectral Count	A_57 Spectral Count	A_61 Spectral Count	A_62 Spectral Count	A_72 Spectral Count	A_75 Spectral Count	A_76 Spectral Count	A_77 Spectral Count	A_78 Spectral Count	A_81 Spectral Count	A_82 Spectral Count	A_83 Spectral Count	G_50 Spectral Count	G_55 Spectral Count	G_56 Spectral Count	G_57 Spectral Count	G_61 Spectral Count	G_62 Spectral Count	G_72 Spectral Count	G_75 Spectral Count	G_76 Spectral Count	G_77 Spectral Count	G_78 Spectral Count	G_81 Spectral Count	G_82 Spectral Count	G_83 Spectral Count	A_50 Unique Spectral Count	A_55 Unique Spectral Count	A_56 Unique Spectral Count	A_57 Unique Spectral Count	A_61 Unique Spectral Count	A_62 Unique Spectral Count	A_72 Unique Spectral Count	A_75 Unique Spectral Count	A_76 Unique Spectral Count	A_77 Unique Spectral Count	A_78 Unique Spectral Count	A_81 Unique Spectral Count	A_82 Unique Spectral Count	A_83 Unique Spectral Count	G_50 Unique Spectral Count	G_55 Unique Spectral Count	G_56 Unique Spectral Count	G_57 Unique Spectral Count	G_61 Unique Spectral Count	G_62 Unique Spectral Count	G_72 Unique Spectral Count	G_75 Unique Spectral Count	G_76 Unique Spectral Count	G_77 Unique Spectral Count	G_78 Unique Spectral Count	G_81 Unique Spectral Count	G_82 Unique Spectral Count	G_83 Unique Spectral Count	A_50 Total Spectral Count	A_55 Total Spectral Count	A_56 Total Spectral Count	A_57 Total Spectral Count	A_61 Total Spectral Count	A_62 Total Spectral Count	A_72 Total Spectral Count	A_75 Total Spectral Count	A_76 Total Spectral Count	A_77 Total Spectral Count	A_78 Total Spectral Count	A_81 Total Spectral Count	A_82 Total Spectral Count	A_83 Total Spectral Count	G_50 Total Spectral Count	G_55 Total Spectral Count	G_56 Total Spectral Count	G_57 Total Spectral Count	G_61 Total Spectral Count	G_62 Total Spectral Count	G_72 Total Spectral Count	G_75 Total Spectral Count	G_76 Total Spectral Count	G_77 Total Spectral Count	G_78 Total Spectral Count	G_81 Total Spectral Count	G_82 Total Spectral Count	G_83 Total Spectral Count	A_50 Intensity	A_55 Intensity	A_56 Intensity	A_57 Intensity	A_61 Intensity	A_62 Intensity	A_72 Intensity	A_75 Intensity	A_76 Intensity	A_77 Intensity	A_78 Intensity	A_81 Intensity	A_82 Intensity	A_83 Intensity	G_50 Intensity	G_55 Intensity	G_56 Intensity	G_57 Intensity	G_61 Intensity	G_62 Intensity	G_72 Intensity	G_75 Intensity	G_76 Intensity	G_77 Intensity	G_78 Intensity	G_81 Intensity	G_82 Intensity	G_83 Intensity	A_50 MaxLFQ Intensity	A_55 MaxLFQ Intensity	A_56 MaxLFQ Intensity	A_57 MaxLFQ Intensity	A_61 MaxLFQ Intensity	A_62 MaxLFQ Intensity	A_72 MaxLFQ Intensity	A_75 MaxLFQ Intensity	A_76 MaxLFQ Intensity	A_77 MaxLFQ Intensity	A_78 MaxLFQ Intensity	A_81 MaxLFQ Intensity	A_82 MaxLFQ Intensity	A_83 MaxLFQ Intensity	G_50 MaxLFQ Intensity	G_55 MaxLFQ Intensity	G_56 MaxLFQ Intensity	G_57 MaxLFQ Intensity	G_61 MaxLFQ Intensity	G_62 MaxLFQ Intensity	G_72 MaxLFQ Intensity	G_75 MaxLFQ Intensity	G_76 MaxLFQ Intensity	G_77 MaxLFQ Intensity	G_78 MaxLFQ Intensity	G_81 MaxLFQ Intensity	G_82 MaxLFQ Intensity	G_83 MaxLFQ Intensity	Indistinguishable Proteins
tr|W5Q438|W5Q438_SHEEP	W5Q438	W5Q438_SHEEP	GNB2	358	Ovis aries OX=9940	3:Protein inferred from homology	G protein subunit beta 2	1.0	0.999	14	98	63	273	4	4	2	5	11	1	2	1	3	3	4	4	3	4	4	7	7	1	0	4	4	2	0	3	8	1	6	0	3	2	1	2	9	0	1	1	2	1	1	3	2	2	4	5	4	0	0	3	3	2	0	2	6	0	4	0	12	16	16	16	27	6	11	8	12	5	12	11	11	14	8	13	14	4	0	7	9	5	0	9	10	7	10	0	80659.125	87641.25	42818.004	116425.23	144692.83	24285.545	79972.3	67651.3	117350.26	59075.18	91071.05	73049.03	64601.71	75995.06	79286.81	75992.375	91211.836	17382.07	0.0	61059.086	79967.09	37563.375	0.0	69178.53	104811.84	30708.639	83316.99	0.0	48823.93	50520.1	23998.123	71186.76	58645.37	0.0	49059.324	41061.312	65502.207	36828.55	55078.113	29684.746	26928.547	38633.008	32698.252	27597.156	39673.09	0.0	0.0	23295.41	30486.896	21098.502	0.0	27743.57	29286.227	0.0	29911.256	0.0	
tr|W5Q462|W5Q462_SHEEP	W5Q462	W5Q462_SHEEP	FN3KRP	309	Ovis aries OX=9940	3:Protein inferred from homology	Protein-ribulosamine 3-kinase	1.0	0.999	2	15	15	15	2	1	2	1	1	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	2	1	1	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	2	1	1	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	29634.934	20365.268	37536.32	21273.451	20624.717	20381.283	0.0	0.0	0.0	23083.564	18537.639	28680.768	30257.555	0.0	0.0	0.0	0.0	13153.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29355.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q466|W5Q466_SHEEP	W5Q466	W5Q466_SHEEP	CACNA2D1	1071	Ovis aries OX=9940	3:Protein inferred from homology	Calcium voltage-gated channel auxiliary subunit alpha2delta 1	1.0	0.999	7	55	55	55	3	5	5	1	7	5	1	2	4	5	4	3	3	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	3	5	5	1	7	5	1	2	4	5	4	3	3	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	3	5	5	1	7	5	1	2	4	5	4	3	3	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	50155.117	55153.62	47053.344	33703.773	151426.5	55885.074	25753.826	24443.443	42424.266	87786.88	64121.797	45289.266	55977.266	0.0	0.0	0.0	0.0	16179.363	0.0	0.0	33249.47	0.0	0.0	0.0	0.0	55820.484	0.0	0.0	28273.906	23686.072	19198.686	19205.225	40139.5	22952.168	0.0	0.0	27352.453	39476.637	27709.783	25781.535	24043.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18928.982	0.0	0.0	0.0	0.0	23453.088	0.0	0.0	
tr|W5Q4B6|W5Q4B6_SHEEP	W5Q4B6	W5Q4B6_SHEEP	PGLS	258	Ovis aries OX=9940	3:Protein inferred from homology	6-phosphogluconolactonase	1.0	0.999	10	123	123	123	0	3	1	1	5	0	0	0	2	0	1	0	0	13	11	13	9	8	0	10	4	10	0	13	7	0	12	0	0	3	1	1	5	0	0	0	2	0	1	0	0	13	11	13	9	8	0	10	4	10	0	13	7	0	12	0	0	3	1	1	5	0	0	0	2	0	1	0	0	13	11	13	9	8	0	10	4	10	0	13	7	0	12	0	0.0	33586.88	19392.69	18399.486	34265.574	0.0	0.0	0.0	19564.297	0.0	34060.887	0.0	0.0	167222.75	197095.75	173700.03	118570.92	84340.59	0.0	131799.95	35227.38	118720.29	9837.186	137170.38	115145.4	0.0	159882.25	0.0	0.0	21852.295	11860.442	0.0	19804.307	0.0	0.0	0.0	0.0	0.0	22154.332	0.0	0.0	27109.203	28895.262	25170.244	23320.902	27801.617	0.0	22673.791	22473.814	24122.012	0.0	24811.129	23650.201	0.0	23622.809	0.0	
tr|W5Q4E1|W5Q4E1_SHEEP	W5Q4E1	W5Q4E1_SHEEP	HSP90B1	806	Ovis aries OX=9940	3:Protein inferred from homology	Heat shock protein 90 beta family member 1	1.0	0.999	56	920	835	960	16	32	46	19	37	19	13	20	30	25	30	17	21	83	51	49	39	55	0	42	32	42	13	50	62	19	47	11	14	30	42	18	33	17	11	18	28	21	26	16	19	75	47	46	33	51	0	37	29	40	12	46	56	17	43	10	17	33	47	21	38	20	14	21	31	26	31	18	22	85	52	53	42	57	0	44	33	44	14	52	64	20	50	11	751087.56	804634.56	906893.1	670149.7	918554.2	761414.8	654967.9	726362.7	699428.4	862907.44	982249.4	576735.56	673033.2	1867849.5	1590982.4	1328019.2	1245186.6	2179788.2	0.0	1346376.5	1209170.0	1341293.0	1125007.1	1515486.8	1655379.2	686997.5	1572526.2	273334.1	136090.12	111029.836	112060.62	105148.6	127718.85	135867.98	133250.3	108968.914	106835.43	137267.08	135116.55	99434.875	99329.35	182106.64	188458.5	147606.25	172950.03	245908.42	0.0	163746.08	162188.95	170348.14	190862.33	186200.23	190857.92	106335.76	174131.64	55224.867	
tr|W5Q4E3|W5Q4E3_SHEEP	W5Q4E3	W5Q4E3_SHEEP	DDX1	736	Ovis aries OX=9940	3:Protein inferred from homology	ATP-dependent RNA helicase DDX1	1.0	0.999	3	20	20	20	0	2	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0	3	2	1	0	2	3	0	1	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0	3	2	1	0	2	3	0	1	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0	3	2	1	0	2	3	0	1	0	0.0	21886.299	0.0	0.0	0.0	0.0	0.0	6713.7646	8759.598	0.0	4020.8015	0.0	0.0	0.0	16712.621	24408.45	0.0	7635.3667	0.0	18079.93	25457.777	15553.914	0.0	16911.008	40035.164	0.0	12262.053	0.0	0.0	15496.502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24542.994	0.0	0.0	0.0	8738.559	15743.59	0.0	0.0	0.0	20177.16	0.0	0.0	0.0	
tr|W5Q4P4|W5Q4P4_SHEEP	W5Q4P4	W5Q4P4_SHEEP	PCBP2	331	Ovis aries OX=9940	4:Protein predicted	Poly(rC) binding protein 2	1.0	0.999	8	60	44	120	3	1	0	1	3	4	1	2	1	1	2	3	0	3	3	6	2	0	0	3	5	3	1	4	4	0	4	0	2	1	0	1	3	3	1	2	1	1	2	2	0	2	2	5	1	0	0	2	3	2	0	3	3	0	2	0	6	5	0	3	5	6	3	5	3	1	4	5	0	5	5	10	6	0	0	8	7	5	3	6	12	0	7	0	35369.812	46923.7	0.0	0.0	15447.146	46030.055	0.0	37145.918	0.0	0.0	0.0	19961.236	0.0	33679.93	41242.086	62608.156	21648.105	0.0	0.0	52207.04	50496.348	46876.33	27682.652	41008.15	49039.535	0.0	47550.05	0.0	0.0	30633.93	0.0	0.0	0.0	23648.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17853.818	22016.799	24909.832	0.0	0.0	0.0	28194.242	27842.598	24759.797	0.0	22359.525	25891.53	0.0	25796.988	0.0	
tr|W5Q4Q3|W5Q4Q3_SHEEP	W5Q4Q3	W5Q4Q3_SHEEP		497	Ovis aries OX=9940	3:Protein inferred from homology	Serpin family D member 1	1.0	0.999	5	29	29	29	0	0	0	0	1	1	0	0	1	2	0	0	0	9	0	1	0	2	0	3	3	3	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	2	0	0	0	9	0	1	0	2	0	3	3	3	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	2	0	0	0	9	0	1	0	2	0	3	3	3	0	1	1	0	0	1	0.0	0.0	7524.0586	0.0	13872.639	18124.2	0.0	0.0	0.0	42474.613	9751.762	17826.83	0.0	68939.586	0.0	14871.566	0.0	48889.97	0.0	38942.15	45374.32	42499.727	0.0	11595.902	16305.362	0.0	0.0	19379.303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21907.367	0.0	0.0	0.0	19453.078	0.0	0.0	0.0	25204.201	0.0	20085.39	23315.781	21920.64	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q4R2|W5Q4R2_SHEEP	W5Q4R2	W5Q4R2_SHEEP	APBB1IP	666	Ovis aries OX=9940	4:Protein predicted	Amyloid beta precursor protein binding family B member 1 interacting protein	0.9999	0.999	2	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	0	1	0	1	3	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16744.37	16194.337	11940.184	0.0	0.0	19418.562	0.0	0.0	19930.695	22775.65	37653.555	0.0	20048.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q4S0|W5Q4S0_SHEEP	W5Q4S0	W5Q4S0_SHEEP	COL3A1	1467	Ovis aries OX=9940	4:Protein predicted	Collagen type III alpha 1 chain	1.0	0.999	7	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	7	2	6	0	4	5	4	5	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	7	2	6	0	4	5	4	5	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	7	2	6	0	4	5	4	5	0	3	0	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155376.17	26094.07	69084.27	49614.71	163384.25	0.0	28802.248	96085.46	65090.105	79692.836	0.0	46386.64	0.0	7591.782	141337.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26580.785	28401.64	39316.484	27643.465	72557.65	0.0	0.0	50455.387	36042.074	45471.367	0.0	26423.113	0.0	0.0	68488.805	
tr|W5Q4S3|W5Q4S3_SHEEP	W5Q4S3	W5Q4S3_SHEEP	RPL3	403	Ovis aries OX=9940	3:Protein inferred from homology	Ribosomal protein L3	0.9993	0.9985	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17638.654	0.0	0.0	0.0	0.0	36971.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q4W8|W5Q4W8_SHEEP	W5Q4W8	W5Q4W8_SHEEP	HSPA9	679	Ovis aries OX=9940	3:Protein inferred from homology	Stress-70 protein, mitochondrial	1.0	0.999	26	259	259	272	1	5	8	0	7	0	3	1	4	0	7	3	3	17	17	20	18	1	0	19	13	19	2	28	28	3	32	0	1	5	8	0	7	0	3	1	4	0	7	3	3	17	17	20	18	1	0	19	13	19	2	28	28	3	32	0	1	5	8	0	7	0	3	1	4	0	7	3	3	19	18	21	19	1	0	20	14	21	2	30	29	3	33	0	19786.021	76375.65	96607.87	13040.266	58762.22	0.0	35975.35	17229.67	64589.65	0.0	60602.457	27126.133	27707.56	343091.72	245505.27	325842.0	415737.47	122474.7	0.0	355987.97	249759.5	297597.06	116897.72	568861.75	501481.16	15183.972	595624.44	0.0	0.0	16233.927	16787.477	7628.244	15323.105	0.0	19887.854	0.0	20064.45	0.0	19469.451	15886.082	12116.23	41611.562	28335.98	32565.705	43476.387	21057.854	0.0	37431.906	32562.96	33449.176	35246.895	47052.73	43188.758	0.0	51878.07	0.0	
tr|W5Q4Z0|W5Q4Z0_SHEEP	W5Q4Z0	W5Q4Z0_SHEEP	PFDN5	154	Ovis aries OX=9940	3:Protein inferred from homology	Prefoldin subunit 5	1.0	0.9989	4	5	4	5	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	7760.567	10208.361	0.0	3050.3606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6628.914	0.0	0.0	15559.574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q4Z9|W5Q4Z9_SHEEP	W5Q4Z9	W5Q4Z9_SHEEP		305	Ovis aries OX=9940	3:Protein inferred from homology	CRK like proto-oncogene, adaptor protein	1.0	0.999	4	2	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	15484.653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13257.782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q501|W5Q501_SHEEP	W5Q501	W5Q501_SHEEP	LOC101115640	1037	Ovis aries OX=9940	3:Protein inferred from homology	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	1.0	0.999	4	16	16	25	0	2	0	0	2	2	1	1	2	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	1	2	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	3	2	3	0	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	52739.977	0.0	18153.826	38080.18	18382.29	23936.213	27424.902	57602.65	0.0	40680.81	0.0	0.0	14894.08	24642.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27698.092	0.0	0.0	20057.814	0.0	0.0	0.0	30324.703	0.0	21334.379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q517|W5Q517_SHEEP	W5Q517	W5Q517_SHEEP	PCOLCE	451	Ovis aries OX=9940	4:Protein predicted	Procollagen C-endopeptidase enhancer	1.0	0.999	4	13	13	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	1	2	3	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13856.516	0.0	0.0	0.0	0.0	64478.492	0.0	18964.219	0.0	18285.982	52375.445	65236.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24887.555	0.0	0.0	0.0	0.0	31407.879	29943.283	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q519|W5Q519_SHEEP	W5Q519	W5Q519_SHEEP	EIF3M	374	Ovis aries OX=9940	3:Protein inferred from homology	Eukaryotic translation initiation factor 3 subunit M	0.9205	0.999	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12812.779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13924.376	17157.736	0.0	11617.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q532|W5Q532_SHEEP	W5Q532	W5Q532_SHEEP	PRDX4	273	Ovis aries OX=9940	4:Protein predicted	Peroxiredoxin 4	1.0	0.999	5	3	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30298.617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q537|W5Q537_SHEEP	W5Q537	W5Q537_SHEEP		722	Ovis aries OX=9940	3:Protein inferred from homology	Aspartate beta-hydroxylase	0.9163	0.9989	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q540|W5Q540_SHEEP	W5Q540	W5Q540_SHEEP	HAGH	308	Ovis aries OX=9940	3:Protein inferred from homology	Hydroxyacylglutathione hydrolase	1.0	0.999	5	27	27	27	2	1	3	1	4	1	2	1	1	1	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	1	4	1	2	1	1	1	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	1	4	1	2	1	1	1	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25297.527	43525.547	54850.01	30412.996	55164.117	18077.559	31709.541	29996.55	29332.186	29418.434	44400.56	56283.484	54386.293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14535.926	0.0	0.0	0.0	26214.688	26394.264	0.0	23476.693	0.0	0.0	18504.205	0.0	0.0	27737.865	25949.262	24813.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q553|W5Q553_SHEEP	W5Q553	W5Q553_SHEEP	ITGAV	1051	Ovis aries OX=9940	3:Protein inferred from homology	Integrin subunit alpha V	1.0	0.999	15	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	2	0	5	0	4	2	2	0	20	6	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	2	0	5	0	4	2	2	0	20	6	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	2	0	5	0	4	2	2	0	20	6	0	11	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140749.52	27534.676	29541.865	9055.702	40785.062	0.0	52831.562	16914.805	21961.848	31594.84	287901.12	72770.85	0.0	181682.03	70371.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22821.424	16274.632	17713.303	0.0	22276.68	0.0	21182.479	0.0	0.0	26428.953	36707.035	28835.047	0.0	32820.266	23258.057	
tr|W5Q563|W5Q563_SHEEP	W5Q563	W5Q563_SHEEP	TSTA3	321	Ovis aries OX=9940	3:Protein inferred from homology	GDP-L-fucose synthase	0.9205	0.999	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	0	1	1	1	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	0	1	1	1	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	0	1	1	1	0	1	2	0	2	1	0.0	5860.988	0.0	11554.738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14158.467	20669.545	16702.422	24967.564	22450.82	0.0	17600.754	19220.88	16193.765	18507.404	19790.084	17356.36	0.0	18014.57	16849.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5Q5A1|W5Q5A1_SHEEP	W5Q5A1	W5Q5A1_SHEEP		198	Ovis aries OX=9940	4:Protein predicted	TNF alpha induced protein 8	0.9205	0.999	1	4	4	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	7313.5044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14272.81	0.0	0.0	0.0	0.0	7829.9434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
